cusip,numtrds,NAME,CPN,MATURITY,STATE_CODE,CALLABLE,NXT_CALL_DT,NXT_CALL_PX,NXT_PAR_CALL_DT,ISSUER_INDUSTRY,CREDIT_ENHANCEMENTS,MUNI_FED_TAX,MUNI_MIN_TAX,MUNI_BANK_QUAL,INSURANCE_STATUS,SECONDARILY_INSURED,RTG_MOODY,RTG_MDY_LT_UNDL,RTG_SP,RTG_SP_UNDERLYING,MUNI_MTY_SIZE,MUNI_ISSUE_SIZE,MUNI_FIRST_ALLOWABLE_TRADE_DATE,RatingLevel,RatingLevel_Under
64966HLG3,14,NYC SUBSER J-1,5,5/15/2031,NY,Y,5/15/2019,100,5/15/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,42895000,990095000,5/21/2009,2.5,3
64966HLH1,12,NYC SUBSER J-1,5,5/15/2033,NY,Y,5/15/2019,100,5/15/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,92330000,990095000,5/21/2009,2.5,3
64966HLJ7,48,NYC SUBSER J-1,5,5/15/2036,NY,Y,5/15/2019,100,5/15/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,120010000,990095000,5/21/2009,2.5,3
64966HLP3,10,NYC SER K,4,8/1/2014,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,22180000,990095000,5/21/2009,2.5,3
04780RBF4,14,ATL DEV-A-PANTHER PLC,5,7/1/2037,GA,Y,7/1/2019,100,7/1/2019,EDU,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,NR,22075000,60215000,5/21/2009,1.5,5
594698JD5,14,MI STRAT FD REF-B-2,6.25,6/1/2014,MI,N,,,,GEN,,N,N,N,N,N,NR,NR,BBB-,NR,64000000,149115000,5/20/2009,9,100
685869CN7,11,OR HLTH-A,5.875,7/1/2033,OR,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,A2,A2,BBB+,NR,19010000,158505000,5/20/2009,6,5
685869CP2,27,OR HLTH-A,5.75,7/1/2039,OR,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,A2,A2,BBB+,NR,139495000,158505000,5/20/2009,6,5
928172SH9,11,VA PUB BLDG-B,5,8/1/2017,VA,N,,,,FAC,,N,N,N,N,N,Aa1,Aa1,AA+,NR,14820000,317745000,5/20/2009,1,1
928172UD5,14,VA PUB BLDG-B,5,8/1/2024,VA,Y,8/1/2019,100,8/1/2019,FAC,,N,N,N,N,N,Aa1,Aa1,AA+,NR,12475000,317745000,5/20/2009,1,1
928172UE3,18,VA PUB BLDG-B,5,8/1/2025,VA,Y,8/1/2019,100,8/1/2019,FAC,,N,N,N,N,N,Aa1,Aa1,AA+,NR,13355000,317745000,5/20/2009,1,1
928172UG8,10,VA PUB BLDG-B,5,8/1/2027,VA,Y,8/1/2019,100,8/1/2019,FAC,,N,N,N,N,N,Aa1,Aa1,AA+,NR,14215000,317745000,5/20/2009,1,1
928172UH6,13,VA PUB BLDG-B,5,8/1/2028,VA,Y,8/1/2019,100,8/1/2019,FAC,,N,N,N,N,N,Aa1,Aa1,AA+,NR,13185000,317745000,5/20/2009,1,1
80483CKB6,19,SAVANNAH ECON,5,6/15/2039,GA,Y,6/15/2019,100,6/15/2019,HGR,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,NR,22430000,31925000,5/20/2009,1.5,5
594698JC7,11,MI STRAT FD REF-B-1,6.25,6/1/2014,MI,N,,,,GEN,,N,N,N,N,N,Baa3,Baa3,BBB-,NR,60115000,149115000,5/20/2009,9,9
368497FR9,20,GEISINGER HLTH,5.25,6/1/2039,PA,Y,6/1/2019,100,6/1/2019,MED,,N,N,N,N,N,Aa2,Aa2,AA,NR,115000000,157000000,5/19/2009,2,2
368497FS7,11,GEISINGER HLTH,5.125,6/1/2034,PA,Y,6/1/2019,100,6/1/2019,MED,,N,N,N,N,N,Aa2,Aa2,AA,NR,27000000,157000000,5/19/2009,2,2
79730AGQ5,10,SAN DIEGO SWR-RF-SR-B,5,5/15/2012,CA,N,,,,FAC,,N,N,N,N,N,A2,A2,A+,NR,23750000,634940000,5/15/2009,4.5,5
79730AGU6,14,SAN DIEGO SWR-RF-SR-B,5,5/15/2014,CA,N,,,,FAC,,N,N,N,N,N,A2,A2,A+,NR,30095000,634940000,5/15/2009,4.5,5
79730AGW2,11,SAN DIEGO SWR-RF-SR-B,5,5/15/2015,CA,N,,,,FAC,,N,N,N,N,N,A2,A2,A+,NR,28875000,634940000,5/15/2009,4.5,5
79730AHA9,18,SAN DIEGO SWR-RF-SR-B,5,5/15/2017,CA,N,,,,FAC,,N,N,N,N,N,A2,A2,A+,NR,36120000,634940000,5/15/2009,4.5,5
79730AHE1,12,SAN DIEGO SWR-RF-SR-B,5,5/15/2019,CA,N,,,,FAC,,N,N,N,N,N,A2,A2,A+,NR,45200000,634940000,5/15/2009,4.5,5
79730AHG6,10,SAN DIEGO SWR-RF-SR-B,5,5/15/2020,CA,Y,5/15/2019,100,5/15/2019,FAC,,N,N,N,N,N,A2,A2,A+,NR,52760000,634940000,5/15/2009,4.5,5
79730AHJ0,13,SAN DIEGO SWR-RF-SR-B,5,5/15/2021,CA,Y,5/15/2019,100,5/15/2019,FAC,,N,N,N,N,N,A2,A2,A+,NR,56395000,634940000,5/15/2009,4.5,5
79730AHL5,30,SAN DIEGO SWR-RF-SR-B,5,5/15/2022,CA,Y,5/15/2019,100,5/15/2019,FAC,,N,N,N,N,N,A2,A2,A+,NR,58795000,634940000,5/15/2009,4.5,5
79730AHN1,19,SAN DIEGO SWR-RF-SR-B,5.5,5/15/2023,CA,Y,5/15/2019,100,5/15/2019,FAC,,N,N,N,N,N,A2,A2,A+,NR,62550000,634940000,5/15/2009,4.5,5
79730AHQ4,12,SAN DIEGO SWR-RF-SR-B,5.25,5/15/2025,CA,Y,5/15/2019,100,5/15/2019,FAC,,N,N,N,N,N,A2,A2,A+,NR,13930000,634940000,5/15/2009,4.5,5
185328HH7,24,CLEARWATER FL SER A,5.25,12/1/2039,FL,Y,12/1/2019,100,12/1/2019,WTR,,N,N,N,N,N,A2,A2,AA-,NR,59780000,67715000,5/15/2009,4,5
139404EH6,12,CAPE GIRARDEAU ST FRA,5.75,6/1/2039,MO,Y,6/1/2019,100,6/1/2019,MED,,N,N,N,N,N,NR,NR,A+,NR,26965000,50000000,5/14/2009,4,100
179027WJ2,13,CLACKAMAS HSP-A-LEGAC,5.5,7/15/2029,OR,Y,7/15/2014,100,7/15/2014,MED,,N,N,N,N,N,A2,A2,A+,NR,27810000,113860000,5/14/2009,4.5,5
179027WK9,19,CLACKAMAS HSP-A-LEGAC,5.5,7/15/2035,OR,Y,7/15/2019,100,7/15/2019,MED,,N,N,N,N,N,A2,A2,A+,NR,34105000,113860000,5/14/2009,4.5,5
60374YXN2,13,MINNEAPOLIS-VAR PURP,4,12/1/2014,MN,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,8440000,85370000,5/14/2009,0.5,1
56185NEW4,12,MANATEE SCH BRD-MASTE,5.125,7/1/2029,FL,Y,7/1/2019,100,7/1/2019,EDU,ASSURED GTY,N,N,N,Y,N,Aa3,A1,AAA,A-,21470000,47065000,5/14/2009,1.5,5
71883RKF9,63,PHOENIX CIVIC IMPT-A,5,7/1/2039,AZ,Y,7/1/2019,100,7/1/2019,WTR,,N,N,N,N,N,Aa3,Aa3,AAA,NR,131400000,450000000,5/14/2009,1.5,3
79765DVX5,12,SAN FRANCISCO COPS-A,5,4/1/2029,CA,Y,4/1/2019,100,4/1/2019,GEN,,N,N,N,N,N,A1,A1,AA-,NR,31340000,163335000,5/13/2009,3.5,4
65818PHA0,31,NC EDL FACS-WAKE FORE,5,1/1/2038,NC,Y,1/1/2019,100,1/1/2019,EDU,,N,N,N,N,N,Aa3,Aa3,AA,NR,60570000,110000000,5/13/2009,2.5,3
16639TAA9,15,CHESTERFIELD PCR-RF-A,5,5/1/2023,VA,Y,5/1/2019,100,5/1/2019,PWR,,N,N,N,N,N,Baa1,NR,A-,NR,40000000,40000000,5/12/2009,6.5,100
746189NY1,13,PURDUE UNIV STD-SYS-B,5,7/1/2035,IN,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,Aa1,Aa1,AA,NR,14530000,41525000,5/8/2009,1.5,1
8371475R4,11,SC PUB SVC SER B,5.25,1/1/2034,SC,Y,1/1/2019,100,1/1/2019,FAC,,N,N,N,N,N,Aa2,Aa2,AA-,NR,33775000,366195000,5/8/2009,2.5,2
8371475S2,23,SC PUB SVC SER B,5.25,1/1/2039,SC,Y,1/1/2019,100,1/1/2019,FAC,,N,N,N,N,N,Aa2,Aa2,AA-,NR,43620000,366195000,5/8/2009,2.5,2
95874TBA6,20,WSTRN MUN WTR SER B,5,10/1/2039,CA,Y,10/1/2019,100,10/1/2019,WTR,,N,N,N,N,N,NR,NR,AA+,NR,25940000,54340000,5/7/2009,1,100
79730AGG7,10,SAN DIEGO FACS SWR,5,5/15/2028,CA,Y,5/15/2019,100,5/15/2019,WTR,,N,N,N,N,N,A2,A2,A+,NR,14380000,453775000,5/7/2009,4.5,5
79730AGH5,24,SAN DIEGO FACS SWR,5.25,5/15/2039,CA,Y,5/15/2019,100,5/15/2019,WTR,,N,N,N,N,N,A2,A2,A+,NR,113915000,453775000,5/7/2009,4.5,5
79730AGK8,16,SAN DIEGO FACS SWR,5.25,5/15/2034,CA,Y,5/15/2019,100,5/15/2019,WTR,,N,N,N,N,N,A2,A2,A+,NR,79520000,453775000,5/7/2009,4.5,5
924397CE0,22,VERNON ELEC-SER A,3.75,8/1/2013,CA,N,,,,UTL,,N,N,N,N,N,A3,A3,A-,NR,27630000,419400000,5/7/2009,6,6
924397CK6,47,VERNON ELEC-SER A,5.125,8/1/2021,CA,Y,8/1/2019,100,8/1/2019,UTL,,N,N,N,N,N,A3,A3,A-,NR,237870000,419400000,5/7/2009,6,6
815626GK6,10,SEDGWICK USD #259-A,5,10/1/2020,KS,Y,10/1/2018,100,10/1/2018,SCD,,N,N,N,N,N,Aa3,Aa3,AA,NR,16010000,58760000,5/7/2009,2.5,3
544495TL8,35,LOS ANGELES WTR/PWR,5.25,7/1/2023,CA,Y,7/1/2019,100,7/1/2019,PWR,,N,N,N,N,N,Aa3,Aa3,AA-,NR,61035000,172125000,5/7/2009,3,3
544495TP9,24,LOS ANGELES WTR/PWR,5,7/1/2024,CA,Y,7/1/2019,100,7/1/2019,PWR,,N,N,N,N,N,Aa3,Aa3,AA-,NR,17720000,172125000,5/7/2009,3,3
544495TQ7,16,LOS ANGELES WTR/PWR,5.25,7/1/2024,CA,Y,7/1/2019,100,7/1/2019,PWR,,N,N,N,N,N,Aa3,Aa3,AA-,NR,54895000,172125000,5/7/2009,3,3
745392HD5,17,PULASKI HOSP AR CHIL,5.5,3/1/2039,AR,Y,3/1/2019,100,3/1/2019,MED,ASSURED GTY,N,N,N,Y,N,Aa3,A1,AAA,A+,31420000,111175000,5/7/2009,1.5,4
658196Z29,11,NC ESTRN MUN PWR-A,5.5,1/1/2026,NC,Y,1/1/2019,100,1/1/2019,PWR,,N,N,N,N,N,Baa1,Baa1,A-,NR,32760000,67100000,5/7/2009,6.5,7
373384KW5,18,GA ST,5,5/1/2017,GA,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,9865000,464260000,5/6/2009,0,0
373384LP9,25,GA ST,5,5/1/2023,GA,Y,5/1/2019,100,5/1/2019,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,14810000,464260000,5/6/2009,0,0
373384LR5,15,GA ST,5,5/1/2024,GA,Y,5/1/2019,100,5/1/2019,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,17395000,464260000,5/6/2009,0,0
373384LT1,15,GA ST,5,5/1/2025,GA,Y,5/1/2019,100,5/1/2019,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,18335000,464260000,5/6/2009,0,0
373384LX2,12,GA ST,5,5/1/2027,GA,Y,5/1/2019,100,5/1/2019,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,18705000,464260000,5/6/2009,0,0
373384MF0,15,GA ST,4,7/1/2013,GA,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,29855000,464260000,5/6/2009,0,0
373384MK9,11,GA ST,5,7/1/2017,GA,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,8735000,464260000,5/6/2009,0,0
67760HHE4,10,OH TPK COMMN,5,2/15/2021,OH,Y,2/15/2019,100,2/15/2019,TRN,,N,N,N,N,N,Aa3,Aa3,AA,NR,12165000,137205000,5/5/2009,2.5,3
13033LAS6,11,CA HLTH CATHOLIC-A,6,7/1/2029,CA,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,45000000,339115000,5/1/2009,5,5
13033LAT4,18,CA HLTH CATHOLIC-A,6,7/1/2034,CA,Y,7/1/2014,100,7/1/2014,MED,,N,N,N,N,N,A2,A2,A,NR,20560000,339115000,5/1/2009,5,5
13033LAV9,31,CA HLTH CATHOLIC-A,6,7/1/2039,CA,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,144115000,339115000,5/1/2009,5,5
566816JE5,13,MARICOPA IDA-A-CATHOL,6,7/1/2039,AZ,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,25910000,50910000,5/1/2009,5,5
176553EB7,16,CTZN PPTY SR SECD-A-1,6,6/1/2016,FL,N,,,,GEN,,N,N,N,N,N,A2,A2,A+,NR,269015000,1021000000,5/1/2009,4.5,5
176553EE1,45,CTZN PPTY SR SECD-A-1,5.5,6/1/2017,FL,N,,,,GEN,,N,N,N,N,N,A2,A2,A+,NR,235000000,1021000000,5/1/2009,4.5,5
176553DY8,21,CTZN PPTY SR SECD-A-1,4.5,6/1/2014,FL,N,,,,GEN,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,A+,41450000,1021000000,5/1/2009,1.5,4.5
176553EC5,12,CTZN PPTY SR SECD-A-1,5,6/1/2016,FL,N,,,,GEN,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,A+,40000000,1021000000,5/1/2009,1.5,4.5
176553ED3,15,CTZN PPTY SR SECD-A-1,5.5,6/1/2016,FL,N,,,,GEN,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,A+,60000000,1021000000,5/1/2009,1.5,4.5
349246DZ8,10,FT WAYNE ECON TAX,5.125,6/1/2034,IN,Y,6/1/2019,100,6/1/2019,GEN,ASSURED GTY,N,N,N,Y,N,Aa3,Aa3,NR,NR,9855000,30000000,5/1/2009,3,3
373539UA1,10,GA HSG SFM-SER A,5.375,6/1/2039,GA,Y,12/1/2018,100,12/1/2018,HSG,,N,N,N,N,N,NR,NR,AAA,NR,13935000,25000000,4/30/2009,0,100
270618BY6,10,E BATON ROUGE SWR-A,5.25,2/1/2034,LA,Y,2/1/2019,100,2/1/2019,WTR,,N,N,N,N,N,A1,A1,AA-,NR,35645000,164965000,4/30/2009,3.5,4
270618BZ3,20,E BATON ROUGE SWR-A,5.25,2/1/2039,LA,Y,2/1/2019,100,2/1/2019,WTR,,N,N,N,N,N,A1,A1,AA-,NR,84465000,164965000,4/30/2009,3.5,4
686507BQ6,13,ORLANDO UTILS SER A,5.25,10/1/2039,FL,Y,4/1/2019,100,4/1/2019,UTL,,N,N,N,N,N,Aa1,Aa1,AA,NR,100000000,100000000,4/29/2009,1.5,1
574204VS9,10,MARYLAND DOT,4,5/15/2020,MD,Y,5/15/2019,100,5/15/2019,TRN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,8800000,110000000,4/29/2009,1,2
64579FXY4,30,NJ HLTH-VIRTUA,5.375,7/1/2029,NJ,Y,1/1/2014,100,1/1/2014,MED,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,A,57330000,379645000,4/28/2009,0,5
64579FXZ1,42,NJ HLTH-VIRTUA,5.5,7/1/2038,NJ,Y,7/1/2019,100,7/1/2019,MED,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,A,156195000,379645000,4/28/2009,0,5
64579FYA5,10,NJ HLTH-VIRTUA,5.25,7/1/2024,NJ,Y,1/1/2014,100,1/1/2014,MED,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,A,32830000,379645000,4/28/2009,0,5
59333PVY1,22,MIAMI-DADE CO ARPT-A,5.5,10/1/2036,FL,Y,10/1/2019,100,10/1/2019,APT,,N,N,N,N,N,A2,A2,A-,NR,126265000,600000000,4/27/2009,5.5,5
59333PVZ8,18,MIAMI-DADE CO ARPT-A,5.5,10/1/2041,FL,Y,10/1/2019,100,10/1/2019,APT,,N,N,N,N,N,A2,A2,A-,NR,124005000,600000000,4/27/2009,5.5,5
59333PVW5,15,MIAMI-DADE CO ARPT-A,5,10/1/2028,FL,Y,10/1/2019,100,10/1/2019,APT,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,A-,13855000,600000000,4/27/2009,1.5,5.5
59333PWW4,20,MIAMI-DADE CO ARPT-B,5.125,10/1/2041,FL,Y,10/1/2019,100,10/1/2019,APT,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,A-,29300000,600000000,4/27/2009,1.5,5.5
59333PXF0,14,MIAMI-DADE CO ARPT-B,5.125,10/1/2039,FL,Y,10/1/2019,100,10/1/2019,APT,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,A-,20000000,600000000,4/27/2009,1.5,5.5
59259NZG1,113,MET TRN SER B,5,11/15/2034,NY,Y,11/15/2019,100,11/15/2019,GEN,,N,N,N,N,N,NR,NR,AA,NR,256425000,1250000000,4/24/2009,2,100
8573225X5,11,ST PUB SCH,4,11/15/2020,PA,Y,5/15/2019,100,5/15/2019,GOB,ASSURED GTY ST AID WITHHLDG,N,N,N,Y,N,NR,NR,AAA,A+,7690000,183240000,4/24/2009,0,4
8573225Z0,22,ST PUB SCH,4.75,11/15/2029,PA,Y,5/15/2019,100,5/15/2019,GOB,ASSURED GTY ST AID WITHHLDG,N,N,N,Y,N,NR,NR,AAA,A+,41065000,183240000,4/24/2009,0,4
8573226A4,22,ST PUB SCH,5,11/15/2033,PA,Y,5/15/2019,100,5/15/2019,GOB,ASSURED GTY ST AID WITHHLDG,N,N,N,Y,N,NR,NR,AAA,A+,50460000,183240000,4/24/2009,0,4
8573226B2,11,ST PUB SCH,4.75,11/15/2033,PA,Y,5/15/2019,100,5/15/2019,GOB,ASSURED GTY ST AID WITHHLDG,N,N,N,Y,N,NR,NR,AAA,A+,25000000,183240000,4/24/2009,0,4
04184RAK6,23,ARLINGTON,5,8/15/2028,TX,Y,2/15/2019,100,2/15/2019,GEN,,N,N,N,N,N,A2,A2,A,NR,44725000,62820000,4/24/2009,5,5
45200FXQ7,14,IL FIN CENT DUPAGE,5.25,11/1/2039,IL,Y,11/1/2019,100,11/1/2019,MED,,N,N,N,N,N,NR,NR,AA,NR,25075000,90000000,4/23/2009,2,100
45200FXV6,21,IL FIN CENT DUPAGE,5,11/1/2027,IL,Y,11/1/2019,100,11/1/2019,MED,,N,N,N,N,N,NR,NR,AA,NR,56225000,90000000,4/23/2009,2,100
83703FCM2,11,SC JOBS-RF/IMPT-B-ANM,5.375,2/1/2029,SC,Y,2/1/2019,100,2/1/2019,MED,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,A+,35065000,112000000,4/23/2009,0,4
83703FCN0,19,SC JOBS-RF/IMPT-B-ANM,5.5,2/1/2038,SC,Y,2/1/2019,100,2/1/2019,MED,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,A+,56525000,112000000,4/23/2009,0,4
880541LM7,16,TENNESSEE ST-A,5,5/1/2026,TN,Y,5/1/2017,100,5/1/2017,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,14575000,291500000,4/23/2009,1,1
880541LP0,11,TENNESSEE ST-A,4.25,5/1/2028,TN,Y,5/1/2017,100,5/1/2017,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,14575000,291500000,4/23/2009,1,1
880541LX3,10,TENNESSEE ST-B,5,11/1/2018,TN,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,14895000,98135000,4/23/2009,1,1
92817SLZ9,10,VA PUB SCH,5,8/1/2028,VA,Y,8/1/2019,100,8/1/2019,EDU,ST AID WITHHLDG,N,N,N,N,N,Aa1,Aa1,AA+,NR,11345000,200435000,4/22/2009,1,1
892392DG3,13,TRACY JT USD,5,8/1/2033,CA,Y,8/1/2019,100,8/1/2019,SCD,ASSURED GTY,N,N,Y,Y,N,Aa3,A1,NR,NR,4630000,12000000,4/22/2009,3,4
60636CU23,10,MO DEV FIN BRD,6.25,4/1/2038,MO,Y,4/1/2014,100,4/1/2014,FAC,,N,N,N,N,N,NR,NR,A,NR,20965000,44045000,4/21/2009,5,100
646139W43,31,NJ TPK SER E,5,1/1/2028,NJ,Y,1/1/2014,100,1/1/2014,TRN,,N,N,N,N,N,A3,A3,A+,NR,75000000,375000000,4/21/2009,5,6
646139W50,130,NJ TPK SER E,5.25,1/1/2040,NJ,Y,1/1/2019,100,1/1/2019,TRN,,N,N,N,N,N,A3,A3,A+,NR,300000000,375000000,4/21/2009,5,6
46613QFV1,12,JEA ELEC,5.5,10/1/2034,FL,Y,10/1/2014,100,10/1/2014,PWR,,N,N,N,N,N,Aa2,Aa2,AA-,NR,15390000,64305000,4/21/2009,2.5,2
46613QFW9,16,JEA ELEC,5.5,10/1/2039,FL,Y,10/1/2014,100,10/1/2014,PWR,,N,N,N,N,N,Aa2,Aa2,AA-,NR,20110000,64305000,4/21/2009,2.5,2
587635DM2,22,MERCED UHSD,5,8/1/2029,CA,Y,8/1/2019,100,8/1/2019,SCD,ASSURED GTY,N,N,Y,Y,N,NR,NR,AAA,A+,8020000,24999943.9,4/17/2009,0,4
646046NU2,13,NJ COPS-A-EQUIP LSE,5.25,6/15/2026,NJ,Y,6/15/2019,100,6/15/2019,GEN,,N,N,N,N,N,A1,A1,AA-,NR,25590000,394255000,4/17/2009,3.5,4
646046NV0,16,NJ COPS-A-EQUIP LSE,5.25,6/15/2027,NJ,Y,6/15/2019,100,6/15/2019,GEN,,N,N,N,N,N,A1,A1,AA-,NR,26930000,394255000,4/17/2009,3.5,4
646046NW8,20,NJ COPS-A-EQUIP LSE,5.25,6/15/2028,NJ,Y,6/15/2019,100,6/15/2019,GEN,,N,N,N,N,N,A1,A1,AA-,NR,28340000,394255000,4/17/2009,3.5,4
646046NX6,28,NJ COPS-A-EQUIP LSE,5.375,6/15/2029,NJ,Y,6/15/2019,100,6/15/2019,GEN,,N,N,N,N,N,A1,A1,AA-,NR,19475000,394255000,4/17/2009,3.5,4
74265LUY2,12,PRIVATE CLGS EMORY-B,5,9/1/2019,GA,N,,,,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,29070000,241470000,4/17/2009,2,2
74265LVM7,11,PRIVATE CLGS EMORY-B,5,9/1/2028,GA,Y,9/1/2019,100,9/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,5165000,241470000,4/17/2009,2,2
74265LVP0,27,PRIVATE CLGS EMORY-B,5,9/1/2029,GA,Y,9/1/2019,100,9/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,43275000,241470000,4/17/2009,2,2
74265LVQ8,17,PRIVATE CLGS EMORY-B,5,9/1/2032,GA,Y,9/1/2019,100,9/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,16590000,241470000,4/17/2009,2,2
74265LVR6,28,PRIVATE CLGS EMORY-B,5,9/1/2035,GA,Y,9/1/2019,100,9/1/2019,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,35405000,241470000,4/17/2009,2,2
97710BGZ9,47,WI H/E PROHEALTH CARE,6.625,2/15/2039,WI,Y,2/15/2019,100,2/15/2019,MED,,N,N,N,N,N,A1,A1,A+,NR,108535000,139060000,4/16/2009,4,4
65825PBZ2,13,NC CAP IMPT SER A,5,5/1/2022,NC,Y,5/1/2019,100,5/1/2019,GEN,,N,N,N,N,N,Aa1,Aa1,AA+,NR,17655000,400000000,4/16/2009,1,1
65825PCC2,14,NC CAP IMPT SER A,5,5/1/2025,NC,Y,5/1/2019,100,5/1/2019,GEN,,N,N,N,N,N,Aa1,Aa1,AA+,NR,24770000,400000000,4/16/2009,1,1
65825PCE8,14,NC CAP IMPT SER A,5,5/1/2026,NC,Y,5/1/2019,100,5/1/2019,GEN,,N,N,N,N,N,Aa1,Aa1,AA+,NR,14930000,400000000,4/16/2009,1,1
65825PCG3,12,NC CAP IMPT SER A,5,5/1/2027,NC,Y,5/1/2019,100,5/1/2019,GEN,,N,N,N,N,N,Aa1,Aa1,AA+,NR,17255000,400000000,4/16/2009,1,1
65825PCJ7,11,NC CAP IMPT SER A,5,5/1/2028,NC,Y,5/1/2019,100,5/1/2019,GEN,,N,N,N,N,N,Aa1,Aa1,AA+,NR,15845000,400000000,4/16/2009,1,1
65825PCK4,13,NC CAP IMPT SER A,4.75,5/1/2029,NC,Y,5/1/2019,100,5/1/2019,GEN,,N,N,N,N,N,Aa1,Aa1,AA+,NR,15945000,400000000,4/16/2009,1,1
852634AS3,10,STAMFORD -B,4,7/1/2019,CT,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,9210000,54405000,4/16/2009,0.5,1
013595LK7,10,ALBUQUERQUE SD 12,5,8/1/2020,NM,Y,8/1/2019,100,8/1/2019,SCD,ST AID WITHHLDG,N,N,N,N,N,Aa2,Aa2,AA,NR,15000000,124700000,4/16/2009,2,2
491552US2,11,KENTUCKY TPK,5,7/1/2025,KY,Y,7/1/2019,100,7/1/2019,TRN,,N,N,N,N,N,Aa3,Aa3,AA+,AA+,9585000,153305000,4/16/2009,2,2
491552UX1,11,KENTUCKY TPK,5,7/1/2029,KY,Y,7/1/2019,100,7/1/2019,TRN,,N,N,N,N,N,Aa3,Aa3,AA+,AA+,23145000,153305000,4/16/2009,2,2
263493UA4,15,DU PAGE SD 200,5.25,10/1/2023,IL,Y,10/1/2019,100,10/1/2019,SCD,FSA,N,N,N,Y,N,Aa3,A1,AAA,AA-,27300000,65550000,4/16/2009,1.5,3.5
544587RQ3,22,L A IMPT CORP REV-B,5.5,4/1/2039,CA,Y,4/1/2019,100,4/1/2019,GEN,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,A+,25000000,52065000,4/16/2009,1.5,4.5
179126CQ8,10,CLACKAMAS SD #46,5,6/15/2023,OR,Y,6/15/2019,100,6/15/2019,SCD,SCH BD GTY,N,N,N,N,N,NR,NR,AA,A+,4845000,114895486.6,4/15/2009,2,4
179126CT2,10,CLACKAMAS SD #46,5,6/15/2026,OR,Y,6/15/2019,100,6/15/2019,SCD,SCH BD GTY,N,N,N,N,N,NR,NR,AA,A+,6400000,114895486.6,4/15/2009,2,4
074527MR0,33,BEAUMONT ISD,5,2/15/2034,TX,Y,2/15/2017,100,2/15/2017,SCD,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,AA-,20045000,116570000,4/15/2009,0,3
074527MS8,46,BEAUMONT ISD,5,2/15/2038,TX,Y,2/15/2017,100,2/15/2017,SCD,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,AA-,31855000,116570000,4/15/2009,0,3
346766MR6,11,FORT BEND CNTY-REF,5.25,3/1/2029,TX,Y,3/1/2018,100,3/1/2018,GOB,,N,N,N,N,N,Aa2,Aa2,AA+,NR,5205000,73430000,4/15/2009,1.5,2
